Architecture    Offer                   Publisher                Sku                         Urn                                                                                   Version
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.3775.250406                   26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.4061.250510                   26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.4066.250524                   26100.4066.250524
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.2894.250113             26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.3194.250210             26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.3459.250221             26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.3476.250306             26100.3476.250306
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.3775.250406             26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.4061.250510             26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-24h2-pro-zh-cn:26100.4066.250524             26100.4066.250524
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.2894.250113                  26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.3194.250210                  26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.3459.250221                  26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.3476.250306                  26100.3476.250306
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.3775.250406                  26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.4061.250510                  26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pron             MicrosoftWindowsDesktop:windows-11:win11-24h2-pron:26100.4066.250524                  26100.4066.250524
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365           MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1889.220810           19042.1889.220810
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1889.220810        19042.1889.220810
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2006.220913        19042.2006.220913
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2132.221018        19042.2132.221018
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2251.221108        19042.2251.221108
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2364.221213        19042.2364.221213
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2486.230110        19042.2486.230110
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2604.230214        19042.2604.230214
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2728.230314        19042.2728.230314
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2846.230411        19042.2846.230411
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2846.230419        19042.2846.230419
x64             windows-ent-cpc         MicrosoftWindowsDesktop  20h2-ent-cpc-m365-g2        MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.2965.230509        19042.2965.230509
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc:19044.4412.240514          19044.4412.240514
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc:19044.4529.240611          19044.4529.240611
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365:19044.1889.220810     19044.1889.220810
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.1889.220810  19044.1889.220810
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2006.220913  19044.2006.220913
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2132.221018  19044.2132.221018
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2251.221108  19044.2251.221108
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2364.221213  19044.2364.221213
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2486.230110  19044.2486.230110
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2604.230214  19044.2604.230214
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2728.230314  19044.2728.230314
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2846.230411  19044.2846.230411
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2846.230419  19044.2846.230419
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.2965.230509  19044.2965.230509
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3086.230621  19044.3086.230621
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3208.230711  19044.3208.230711
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3324.230808  19044.3324.230808
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3448.230912  19044.3448.230912
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3570.231010  19044.3570.231010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3693.231114  19044.3693.231114
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3803.231212  19044.3803.231212
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.3930.240109  19044.3930.240109
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.4046.240213  19044.4046.240213
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.4170.240312  19044.4170.240312
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.4291.240409  19044.4291.240409
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.4412.240514  19044.4412.240514
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-21h2-ent-cpc-m365-g2  MicrosoftWindowsDesktop:windows-ent-cpc:win10-21h2-ent-cpc-m365-g2:19044.4529.240611  19044.4529.240611
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.4780.240813          19045.4780.240813
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.4894.240910          19045.4894.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5131.241113          19045.5131.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5247.241210          19045.5247.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5371.250115          19045.5371.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5487.250211          19045.5487.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5608.250312          19045.5608.250312
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5737.250408          19045.5737.250408
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc:19045.5854.250513          19045.5854.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.4894.240910     19045.4894.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5011.241010     19045.5011.241010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5131.241113     19045.5131.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5247.241210     19045.5247.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5371.250115     19045.5371.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5487.250211     19045.5487.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5608.250312     19045.5608.250312
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5737.250408     19045.5737.250408
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win10-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win10-22h2-ent-cpc-m365:19045.5854.250513     19045.5854.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4169.240910          22621.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4317.241010          22621.4317.241010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4460.241113          22621.4460.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4602.241210          22621.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4751.250115          22621.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.4890.250211          22621.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.5039.250311          22621.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.5192.250410          22621.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc:22621.5335.250513          22621.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4169.240910     22621.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4317.241010     22621.4317.241010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4460.241113     22621.4460.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4602.241210     22621.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4751.250115     22621.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.4890.250211     22621.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.5039.250311     22621.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.5192.250410     22621.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-m365:22621.5335.250513     22621.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.4169.240910       22621.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.4460.241113       22621.4460.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.4602.241210       22621.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.4751.250115       22621.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.4890.250211       22621.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.5039.250311       22621.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.5192.250410       22621.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-22h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-22h2-ent-cpc-os:22621.5335.250513       22621.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4169.240910          22631.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4317.241010          22631.4317.241010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4460.241113          22631.4460.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4602.241210          22631.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4751.250115          22631.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.4890.250211          22631.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.5039.250311          22631.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.5192.250410          22631.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc:22631.5335.250513          22631.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4169.240910     22631.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4317.241010     22631.4317.241010
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4460.241113     22631.4460.241113
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4602.241210     22631.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4751.250115     22631.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.4890.250211     22631.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.5039.250311     22631.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.5192.250410     22631.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-m365:22631.5335.250513     22631.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.4169.240910       22631.4169.240910
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.4602.241210       22631.4602.241210
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.4751.250115       22631.4751.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.4890.250211       22631.4890.250211
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.5039.250311       22631.5039.250311
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.5192.250410       22631.5192.250410
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-23h2-ent-cpc-os       MicrosoftWindowsDesktop:windows-ent-cpc:win11-23h2-ent-cpc-os:22631.5335.250513       22631.5335.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc:26100.2894.250115          26100.2894.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc:26100.3194.250214          26100.3194.250214
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc:26100.3476.250312          26100.3476.250312
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc:26100.3775.250408          26100.3775.250408
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc          MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc:26100.4061.250513          26100.4061.250513
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc-m365:26100.2894.250115     26100.2894.250115
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc-m365:26100.3194.250214     26100.3194.250214
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc-m365:26100.3476.250312     26100.3476.250312
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc-m365:26100.3775.250408     26100.3775.250408
x64             windows-ent-cpc         MicrosoftWindowsDesktop  win11-24h2-ent-cpc-m365     MicrosoftWindowsDesktop:windows-ent-cpc:win11-24h2-ent-cpc-m365:26100.4061.250513     26100.4061.250513
Arm64           windows11preview-arm64  MicrosoftWindowsDesktop  win11-21h2-ent              MicrosoftWindowsDesktop:windows11preview-arm64:win11-21h2-ent:22000.3197.240906       22000.3197.240906
Arm64           windows11preview-arm64  MicrosoftWindowsDesktop  win11-21h2-ent              MicrosoftWindowsDesktop:windows11preview-arm64:win11-21h2-ent:22000.3260.241005       22000.3260.241005
