Architecture    Offer                   Publisher                Sku                         Urn                                                                                   Version
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro:19044.2130.221006                   19044.2130.221006
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro:19044.3086.230609                   19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro:19044.3086.230621                   19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-g2:19044.2130.221006                19044.2130.221006
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-g2:19044.3086.230609                19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-g2:19044.3086.230621                19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn:19044.3086.230609             19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn:19044.3086.230621             19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn-g2:19044.3086.230609          19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn-g2:19044.3086.230621          19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron:19044.3086.230609                  19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron:19044.3086.230621                  19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron-g2:19044.3086.230609               19044.3086.230609
x64             Windows-10              MicrosoftWindowsDesktop  win10-21h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron-g2:19044.3086.230621               19044.3086.230621
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5371.250112                   19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5487.250210                   19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5608.250305                   19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5737.250407                   19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5854.250509                   19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd              MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd:19045.5859.250525                   19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5371.250112                19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5487.250210                19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5608.250305                19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5737.250407                19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5854.250509                19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-avd-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-avd-g2:19045.5859.250525                19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5371.250112                   19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5487.250210                   19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5608.250305                   19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5737.250407                   19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5854.250509                   19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent              MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent:19045.5859.250525                   19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5371.250112                19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5487.250210                19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5608.250305                19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5737.250407                19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5854.250509                19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-ent-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-ent-g2:19045.5859.250525                19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5371.250112                  19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5487.250210                  19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5608.250305                  19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5737.250407                  19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5854.250509                  19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn             MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn:19045.5859.250525                  19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5371.250112               19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5487.250210               19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5608.250305               19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5737.250407               19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5854.250509               19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-entn-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-entn-g2:19045.5859.250525               19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5371.250112                   19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5487.250210                   19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5608.250305                   19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5737.250407                   19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5854.250509                   19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro              MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro:19045.5859.250525                   19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5371.250112                19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5487.250210                19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5608.250305                19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5737.250407                19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5854.250509                19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-g2           MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-g2:19045.5859.250525                19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5371.250112             19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5487.250210             19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5608.250305             19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5737.250407             19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5854.250509             19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn        MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn:19045.5859.250525             19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5371.250112          19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5487.250210          19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5608.250305          19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5737.250407          19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5854.250509          19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pro-zh-cn-g2     MicrosoftWindowsDesktop:Windows-10:win10-22h2-pro-zh-cn-g2:19045.5859.250525          19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5371.250112                  19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5487.250210                  19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5608.250305                  19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5737.250407                  19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5854.250509                  19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron             MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron:19045.5859.250525                  19045.5859.250525
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5371.250112               19045.5371.250112
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5487.250210               19045.5487.250210
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5608.250305               19045.5608.250305
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5737.250407               19045.5737.250407
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5854.250509               19045.5854.250509
x64             Windows-10              MicrosoftWindowsDesktop  win10-22h2-pron-g2          MicrosoftWindowsDesktop:Windows-10:win10-22h2-pron-g2:19045.5859.250525               19045.5859.250525
x64             windows-11              MicrosoftWindowsDesktop  win11-21h2-avd              MicrosoftWindowsDesktop:windows-11:win11-21h2-avd:22000.1100.221015                   22000.1100.221015
x64             windows-11              MicrosoftWindowsDesktop  win11-21h2-avd              MicrosoftWindowsDesktop:windows-11:win11-21h2-avd:22000.739.220608                    22000.739.220608
x64             windows-11              MicrosoftWindowsDesktop  win11-21h2-ent              MicrosoftWindowsDesktop:windows-11:win11-21h2-ent:22000.1100.221015                   22000.1100.221015
x64             windows-11              MicrosoftWindowsDesktop  win11-21h2-ent              MicrosoftWindowsDesktop:windows-11:win11-21h2-ent:22000.739.220608                    22000.739.220608
x64             windows-11              MicrosoftWindowsDesktop  win11-21h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-21h2-pro-zh-cn:22000.1100.221015             22000.1100.221015
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-avd              MicrosoftWindowsDesktop:windows-11:win11-22h2-avd:22621.4751.250111                   22621.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-avd              MicrosoftWindowsDesktop:windows-11:win11-22h2-avd:22621.4890.250210                   22621.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-avd              MicrosoftWindowsDesktop:windows-11:win11-22h2-avd:22621.5039.250305                   22621.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-avd              MicrosoftWindowsDesktop:windows-11:win11-22h2-avd:22621.5192.250409                   22621.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-avd              MicrosoftWindowsDesktop:windows-11:win11-22h2-avd:22621.5335.250509                   22621.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.4751.250111                   22621.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.4890.250210                   22621.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.5039.250305                   22621.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.5192.250409                   22621.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.5335.250509                   22621.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-ent              MicrosoftWindowsDesktop:windows-11:win11-22h2-ent:22621.674.221008                    22621.674.221008
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-entn             MicrosoftWindowsDesktop:windows-11:win11-22h2-entn:22621.4751.250111                  22621.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-entn             MicrosoftWindowsDesktop:windows-11:win11-22h2-entn:22621.4890.250210                  22621.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-entn             MicrosoftWindowsDesktop:windows-11:win11-22h2-entn:22621.5039.250305                  22621.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-entn             MicrosoftWindowsDesktop:windows-11:win11-22h2-entn:22621.5192.250409                  22621.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-22h2-entn             MicrosoftWindowsDesktop:windows-11:win11-22h2-entn:22621.5335.250509                  22621.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-avd              MicrosoftWindowsDesktop:windows-11:win11-23h2-avd:22631.4751.250111                   22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-avd              MicrosoftWindowsDesktop:windows-11:win11-23h2-avd:22631.4890.250210                   22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-avd              MicrosoftWindowsDesktop:windows-11:win11-23h2-avd:22631.5039.250305                   22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-avd              MicrosoftWindowsDesktop:windows-11:win11-23h2-avd:22631.5192.250409                   22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-avd              MicrosoftWindowsDesktop:windows-11:win11-23h2-avd:22631.5335.250509                   22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-ent              MicrosoftWindowsDesktop:windows-11:win11-23h2-ent:22631.4751.250111                   22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-ent              MicrosoftWindowsDesktop:windows-11:win11-23h2-ent:22631.4890.250210                   22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-ent              MicrosoftWindowsDesktop:windows-11:win11-23h2-ent:22631.5039.250305                   22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-ent              MicrosoftWindowsDesktop:windows-11:win11-23h2-ent:22631.5192.250409                   22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-ent              MicrosoftWindowsDesktop:windows-11:win11-23h2-ent:22631.5335.250509                   22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-entn             MicrosoftWindowsDesktop:windows-11:win11-23h2-entn:22631.4751.250111                  22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-entn             MicrosoftWindowsDesktop:windows-11:win11-23h2-entn:22631.4890.250210                  22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-entn             MicrosoftWindowsDesktop:windows-11:win11-23h2-entn:22631.5039.250305                  22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-entn             MicrosoftWindowsDesktop:windows-11:win11-23h2-entn:22631.5192.250409                  22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-entn             MicrosoftWindowsDesktop:windows-11:win11-23h2-entn:22631.5335.250509                  22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro              MicrosoftWindowsDesktop:windows-11:win11-23h2-pro:22631.4751.250111                   22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro              MicrosoftWindowsDesktop:windows-11:win11-23h2-pro:22631.4890.250210                   22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro              MicrosoftWindowsDesktop:windows-11:win11-23h2-pro:22631.5039.250305                   22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro              MicrosoftWindowsDesktop:windows-11:win11-23h2-pro:22631.5192.250409                   22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro              MicrosoftWindowsDesktop:windows-11:win11-23h2-pro:22631.5335.250509                   22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-23h2-pro-zh-cn:22631.4751.250111             22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-23h2-pro-zh-cn:22631.4890.250210             22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-23h2-pro-zh-cn:22631.5039.250305             22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-23h2-pro-zh-cn:22631.5192.250409             22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pro-zh-cn        MicrosoftWindowsDesktop:windows-11:win11-23h2-pro-zh-cn:22631.5335.250509             22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pron             MicrosoftWindowsDesktop:windows-11:win11-23h2-pron:22631.4751.250111                  22631.4751.250111
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pron             MicrosoftWindowsDesktop:windows-11:win11-23h2-pron:22631.4890.250210                  22631.4890.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pron             MicrosoftWindowsDesktop:windows-11:win11-23h2-pron:22631.5039.250305                  22631.5039.250305
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pron             MicrosoftWindowsDesktop:windows-11:win11-23h2-pron:22631.5192.250409                  22631.5192.250409
x64             windows-11              MicrosoftWindowsDesktop  win11-23h2-pron             MicrosoftWindowsDesktop:windows-11:win11-23h2-pron:22631.5335.250509                  22631.5335.250509
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.2894.250113                   26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.3194.250210                   26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.3459.250221                   26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.3476.250306                   26100.3476.250306
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.3775.250406                   26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.4061.250510                   26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-avd              MicrosoftWindowsDesktop:windows-11:win11-24h2-avd:26100.4066.250524                   26100.4066.250524
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.2894.250113                   26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.3194.250210                   26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.3459.250221                   26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.3476.250306                   26100.3476.250306
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.3775.250406                   26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.4061.250510                   26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-ent              MicrosoftWindowsDesktop:windows-11:win11-24h2-ent:26100.4066.250524                   26100.4066.250524
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.2894.250113                  26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.3194.250210                  26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.3459.250221                  26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.3476.250306                  26100.3476.250306
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.3775.250406                  26100.3775.250406
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.4061.250510                  26100.4061.250510
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-entn             MicrosoftWindowsDesktop:windows-11:win11-24h2-entn:26100.4066.250524                  26100.4066.250524
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.2894.250113                   26100.2894.250113
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.3194.250210                   26100.3194.250210
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.3459.250221                   26100.3459.250221
x64             windows-11              MicrosoftWindowsDesktop  win11-24h2-pro              MicrosoftWindowsDesktop:windows-11:win11-24h2-pro:26100.3476.250306                   26100.3476.250306
